v_cmd w_cmd dt dx_body dy_body dtheta
0.000000000000000000e+00 0.000000000000000000e+00 1.200001239776611328e-01 -7.134167632540615950e-06 3.482245239685035121e-06 -2.484474411001968974e-05
0.000000000000000000e+00 0.000000000000000000e+00 1.199998855590820312e-01 -3.282509617967794906e-05 -6.996837559458985866e-05 -2.336645919505109248e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.200001239776611328e-01 1.128139281793051493e-04 7.501489012590894546e-05 5.571465060905111955e-05
0.000000000000000000e+00 0.000000000000000000e+00 1.240000724792480469e-01 -5.894023929646992929e-05 -6.238657076290320353e-05 -2.357146506248852802e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.199998855590820312e-01 -3.655228496228506315e-05 -1.616682381622870562e-05 -8.571525887024478152e-05
0.000000000000000000e+00 0.000000000000000000e+00 1.200001239776611328e-01 7.473137220138293787e-06 -5.740715145966225869e-06 2.723811837976874983e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.159999370574951172e-01 6.658325340045550839e-05 4.766878202332273793e-05 -1.679158318115270276e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.259999275207519531e-01 -1.246656249518580112e-05 2.365988919158405009e-05 2.812499068838292260e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.180000305175781250e-01 -5.221279790754510404e-05 -6.459497850066940529e-05 -4.999999999997228883e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.199998855590820312e-01 -2.166047450666970747e-05 -2.360120005743734172e-05 3.999999999999559464e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.200001239776611328e-01 9.931433020345727418e-05 6.974757908562456709e-05 7.142370562540634182e-06
0.000000000000000000e+00 0.000000000000000000e+00 1.199998855590820312e-01 -7.739414145638757634e-06 1.308762182473689943e-05 -1.071423705627516654e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.200001239776611328e-01 -1.011285432735654959e-04 -5.703005045775405145e-05 -5.333386315165000724e-05
0.000000000000000000e+00 0.000000000000000000e+00 1.180000305175781250e-01 7.129149129948584109e-05 3.878919927922164142e-05 -6.666136856736670779e-06
0.000000000000000000e+00 0.000000000000000000e+00 1.219999790191650391e-01 -4.512521034008809247e-05 -1.673535946669695652e-05 1.600000000081536200e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.199998855590820312e-01 8.820089905091406802e-05 4.225979151668343020e-05 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.200001239776611328e-01 -1.131826851054252734e-04 -5.263588406273492421e-05 -1.352944476278317154e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.199998855590820312e-01 2.747032696722612424e-05 1.911262442537168204e-05 1.882347166231035374e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.200001239776611328e-01 -7.281549304428252864e-06 -2.482305020209428151e-05 -1.529402689950387639e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.199998855590820312e-01 3.519701881275756714e-05 7.114331490004532281e-05 3.000000000001890044e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.200001239776611328e-01 -3.543950517622046004e-05 -8.798462677601040928e-05 -3.999999999999559464e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.199998855590820312e-01 1.013000274245631316e-05 2.044749405319675286e-05 9.999999999976694198e-05
0.000000000000000000e+00 0.000000000000000000e+00 1.200001239776611328e-01 -4.782716753971598866e-05 -2.629858465383937767e-05 -4.705973100449512003e-05
0.000000000000000000e+00 0.000000000000000000e+00 1.199998855590820312e-01 9.670233688822647280e-05 7.872671864448171008e-05 3.070597310124156820e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.230001449584960938e-01 -5.187697843416892057e-05 -4.282722202176674338e-05 -1.600000000081536200e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.169998645782470703e-01 1.606498665837282919e-05 7.576047337480199127e-06 1.999999999999779732e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.200001239776611328e-01 -3.741675288667324823e-05 -8.456530140506843924e-05 -4.999999999997228883e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.199998855590820312e-01 -1.879548154604571993e-05 8.584091967431851662e-05 5.588236119167255822e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.219999790191650391e-01 4.420378551745703278e-05 -1.396863750368148603e-05 -2.921574750534006171e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.180000305175781250e-01 -7.619631692461572865e-06 -6.710741502767190734e-06 3.600004238233367460e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.219999790191650391e-01 1.423704727220394497e-06 -2.444121916953996429e-05 -5.266665606864506799e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.219999790191650391e-01 -3.097892987974133641e-05 -1.520884718693355719e-06 9.999999999976694198e-05
0.000000000000000000e+00 0.000000000000000000e+00 1.219999790191650391e-01 -1.358923284570740113e-05 6.252588245502137070e-05 9.999999999976694198e-05
0.000000000000000000e+00 0.000000000000000000e+00 1.180000305175781250e-01 3.979965835187991189e-05 -2.572989561879081443e-05 9.999999999976694198e-05
0.000000000000000000e+00 0.000000000000000000e+00 1.200001239776611328e-01 2.692992087435896789e-06 -3.815567501653061662e-05 -1.999999999999779732e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.199998855590820312e-01 2.016726537842971633e-05 4.202208058032654882e-05 9.999999999976694198e-05
0.000000000000000000e+00 0.000000000000000000e+00 1.200001239776611328e-01 -3.906515807939672655e-05 -3.761164909338693917e-05 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.219999790191650391e-01 -2.664819916537489967e-05 1.616214395338738661e-05 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.180000305175781250e-01 -3.473053313056824421e-05 1.826992034703453395e-06 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.199998855590820312e-01 6.118771384291459096e-06 -2.695570254980896976e-05 -1.071423705627516654e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.200001239776611328e-01 -7.444500304409212843e-05 8.507299044347686886e-06 2.071423705629626966e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.199998855590820312e-01 1.607392005379739157e-04 7.537323601231601196e-05 2.199999999836776965e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.219999790191650391e-01 -5.395170650832440426e-05 -9.242639483465302219e-05 -6.199999999836336428e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.180000305175781250e-01 3.145621477213224668e-05 2.413213590870914442e-05 3.312496274530118967e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.199998855590820312e-01 -3.993371333020451447e-05 3.205207377411214386e-06 -1.312496274525898343e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.200001239776611328e-01 -3.663028434090978044e-06 -3.470829321967692192e-06 3.000000000001890044e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.199998855590820312e-01 1.054345151081490711e-05 2.911439018565772760e-06 -9.999999999976694198e-05
0.000000000000000000e+00 0.000000000000000000e+00 1.219999790191650391e-01 -2.859626006333994798e-05 -1.757101212593666325e-05 -3.999999999999559464e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.180000305175781250e-01 1.239632030853602509e-05 2.477319657191750417e-05 4.999999999997228883e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.200001239776611328e-01 7.101788755218496022e-05 -3.813069456199871105e-05 -3.000000000001890044e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.199998855590820312e-01 -3.232269407802745365e-05 4.360210483441850378e-05 3.999999999999559464e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.200001239776611328e-01 6.304452130186909831e-06 -1.609031014322510152e-06 -3.999999999999559464e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.199998855590820312e-01 -7.837199415756243088e-06 -2.695944992884489379e-05 9.999999999976694198e-05
0.000000000000000000e+00 0.000000000000000000e+00 1.200001239776611328e-01 -5.426574813515374512e-05 -2.235052045741174072e-05 -1.999999999999779732e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.199998855590820312e-01 1.009112786772580514e-04 8.261677757621012244e-05 3.999999999999559464e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.200001239776611328e-01 -1.003042094164006504e-04 -7.823944478142856032e-05 -3.933338631574301303e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.199998855590820312e-01 2.975420393726256482e-05 3.845850599690166282e-05 2.058331180760930579e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.260001659393310547e-01 1.782029700498758199e-05 -3.764350100206474351e-05 8.750074508157013042e-05
0.000000000000000000e+00 0.000000000000000000e+00 1.179997920989990234e-01 5.467385478515203977e-06 3.755058997248586120e-05 9.999999999976694198e-05
0.000000000000000000e+00 0.000000000000000000e+00 1.200001239776611328e-01 -3.800650223483670136e-05 -2.734370535397526937e-05 -4.941180595565697331e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.199998855590820312e-01 9.437874387092810496e-06 3.836129889077922014e-05 4.941180595565697331e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.200001239776611328e-01 -5.662306496172167406e-05 -6.552393071936769419e-05 -3.000000000001890044e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.219999790191650391e-01 9.272545153113438579e-05 4.645548123450522938e-05 3.571431004298908363e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.180000305175781250e-01 -9.196079942601317382e-05 -4.692235263534337965e-05 -3.571431004298908363e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.199998855590820312e-01 3.077398225638716737e-05 1.317862105772659668e-05 1.117652833548810065e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.180000305175781250e-01 -5.164446022395804442e-06 1.369101001664942248e-05 -1.176528335466997532e-05
0.000000000000000000e+00 0.000000000000000000e+00 1.219999790191650391e-01 -2.651503811100415565e-05 -1.846406874234499172e-05 1.999999999999779732e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.180000305175781250e-01 -8.465228638258905555e-06 1.498243675561120154e-05 7.857118530196771644e-05
0.000000000000000000e+00 0.000000000000000000e+00 1.219999790191650391e-01 1.372808126140061652e-05 -3.194948232426174280e-05 -2.385711853101213364e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.180000305175781250e-01 -1.318262644643746563e-05 1.100504578640706916e-05 8.941209468682487227e-05
0.000000000000000000e+00 0.000000000000000000e+00 1.219999790191650391e-01 6.452998432270063702e-05 -1.189040923342364739e-05 -1.294120946786492254e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.200001239776611328e-01 -4.542656294687280117e-05 1.373260111230758417e-05 2.764697632828827523e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.219999790191650391e-01 6.831355982399390570e-05 2.604876636678885843e-05 -2.298028846894339949e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.180000305175781250e-01 -9.070454354902721670e-05 -5.431160083010354051e-05 -4.666687859344875733e-05
0.000000000000000000e+00 0.000000000000000000e+00 1.199998855590820312e-01 6.154105291598104433e-05 5.944513188849014399e-05 1.733334393132501816e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.200001239776611328e-01 -2.085470553972379248e-05 -5.046843840039248443e-05 1.266665606864947335e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.199998855590820312e-01 2.005582092846765367e-05 2.805561322039389196e-05 -9.333375720110836937e-05
0.000000000000000000e+00 0.000000000000000000e+00 1.219999790191650391e-01 -2.904024279313868886e-05 -2.474246128910243035e-05 -3.537245713376435674e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.180000305175781250e-01 2.276034626068303138e-05 7.277310223859461400e-05 4.937252071322006941e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.199998855590820312e-01 5.334438316624323705e-05 -2.828996953884786687e-05 -3.466668785936377617e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.200001239776611328e-01 -9.619808626408363423e-05 -5.600905366972367278e-05 4.210460259201909139e-05
0.000000000000000000e+00 0.000000000000000000e+00 1.199998855590820312e-01 1.346302577773879534e-04 1.982588525223307092e-05 -1.421046025922301226e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.200001239776611328e-01 -1.121293581489764691e-04 1.183696989499465869e-05 9.999999999976694198e-05
0.000000000000000000e+00 0.000000000000000000e+00 1.199998855590820312e-01 7.906497559190016680e-05 7.851963886693580591e-05 3.000000000001890044e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.200001239776611328e-01 -7.022573126989453186e-05 -9.598365531963124787e-05 -3.999999999999559464e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.240000724792480469e-01 2.659960766466932638e-05 5.235804213601058488e-05 9.999999999976694198e-05
0.000000000000000000e+00 0.000000000000000000e+00 1.199998855590820312e-01 1.919288761060065248e-05 -1.487483328098079374e-05 -1.999999999999779732e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.219999790191650391e-01 -2.109311935015885828e-05 6.689830365809070606e-05 4.411763880831642837e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.180000305175781250e-01 1.934178565474766994e-05 -8.609881300043897173e-05 -2.411763880831863105e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.199998855590820312e-01 1.413129303498045382e-05 4.793605249065437048e-05 -2.000095365950471660e-05
0.000000000000000000e+00 0.000000000000000000e+00 1.200001239776611328e-01 -5.692628481158982969e-05 -3.949256718944671647e-05 -1.799990463409173458e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.199998855590820312e-01 9.902116432064701377e-05 6.224446068526361413e-05 3.000000000001890044e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.220002174377441406e-01 -9.206436291702973921e-05 -6.282098163088215524e-05 -2.500008514840779128e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.179997920989990234e-01 1.389898038082941531e-05 6.436052191305956423e-05 2.500008514840779128e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.190001964569091797e-01 -8.886603182735247966e-06 -4.056142747263467570e-05 -3.000000000001890044e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.209998130798339844e-01 5.635421209463168919e-05 2.363798020223032399e-05 3.000000000001890044e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.200001239776611328e-01 -7.384868073684631583e-05 -2.587189274076499688e-05 -3.066662427988475770e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.219999790191650391e-01 7.195829820447263508e-05 3.416675703136195250e-05 3.466662427906719302e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.180000305175781250e-01 -8.201654174459652516e-05 -7.522394532459739070e-05 -4.837497205905094688e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.199998855590820312e-01 1.095119239192579835e-04 1.169810807468497823e-04 6.866073501430314252e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.219999790191650391e-01 -7.199740301479661973e-05 -8.058937080570604291e-05 -8.487395699874333843e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.200001239776611328e-01 1.915387196199170357e-05 4.622907929789606330e-05 7.058819404432981059e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.199998855590820312e-01 -3.405082368716203000e-05 -6.573843966203598524e-05 -5.999999999999339195e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.160001754760742188e-01 1.019341832314497241e-04 9.839516615871151414e-05 7.411772130523353042e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.239998340606689453e-01 -1.257611008600800578e-04 -1.055881313874015208e-04 -6.411772130521242730e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.180000305175781250e-01 1.253262904383452888e-04 1.254544965816943255e-04 5.866661368654213504e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.200001239776611328e-01 -1.310561561891448697e-04 -1.337038308610509843e-04 -5.866661368654213504e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.219999790191650391e-01 8.954257505582113527e-05 9.639321556772554559e-05 6.333338631363538695e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.180000305175781250e-01 -1.190411016901833744e-05 -5.335676853846340120e-05 -7.333338631365649007e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.199998855590820312e-01 4.788577046618046551e-05 7.970050193188232780e-05 7.600000000076434503e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.200001239776611328e-01 -2.764563754688588009e-06 -7.990581292581230637e-05 -7.600000000076434503e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.239998340606689453e-01 -4.292286285885158918e-05 -3.753705012915126904e-06 3.249996274563571319e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.180000305175781250e-01 -2.303178658677995695e-05 -4.486436208179678551e-06 -2.983330667696293403e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.219999790191650391e-01 2.730330518378918888e-05 5.544079208322753730e-05 7.733334393131841011e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.200001239776611328e-01 5.152446431692326505e-05 -2.316462791355468548e-05 -2.823530236888416312e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.199998855590820312e-01 -3.258957773681421570e-05 -1.847580744389356152e-05 -1.764697631134737321e-05
0.000000000000000000e+00 0.000000000000000000e+00 1.200001239776611328e-01 -1.141657963727121553e-05 5.042707394678556769e-05 -1.764697632831158103e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.180000305175781250e-01 -1.934707242735149988e-05 1.841996482167510644e-05 9.647008116120403542e-05
0.000000000000000000e+00 0.000000000000000000e+00 1.219999790191650391e-01 7.356118820624374421e-05 -5.879934559972021895e-05 -2.000031787829925634e-05
0.000000000000000000e+00 0.000000000000000000e+00 1.179997920989990234e-01 -3.796060117598528408e-05 -1.501566972430328856e-05 1.999999999999779732e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.220002174377441406e-01 -3.755562715694768744e-05 2.373043177544796736e-05 -3.999999999999559464e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.199998855590820312e-01 9.491644050601127653e-06 -1.860527828831166111e-05 -9.999999999976694198e-05
0.000000000000000000e+00 0.000000000000000000e+00 1.180000305175781250e-01 -8.556072944729823304e-06 2.529536039394411975e-05 3.866661368654433772e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.219999790191650391e-01 2.436907073313123229e-05 -2.084451502411395509e-05 -8.666613686525437288e-05
0.000000000000000000e+00 0.000000000000000000e+00 1.199998855590820312e-01 -3.712324714453768771e-05 -1.140532373013885346e-05 -2.294125071733432719e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.200001239776611328e-01 -3.751518153759383343e-06 4.446758376234966226e-06 1.294125071735763299e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.199998855590820312e-01 -3.342333647028379773e-06 -1.554343494640002957e-06 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.220002174377441406e-01 3.916341704227201099e-05 -4.502733332335432985e-06 1.999999999999779732e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.179997920989990234e-01 7.415034753486178610e-06 1.694063719168735027e-05 -2.600009536908309826e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.200001239776611328e-01 7.436453802958198182e-06 2.648789098156190843e-05 -3.999904630891393253e-05
0.000000000000000000e+00 0.000000000000000000e+00 1.199998855590820312e-01 1.140517044948104392e-05 5.240069800806862151e-06 1.999999999999779732e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.200001239776611328e-01 -3.410256831615252700e-05 -2.989745572296615092e-05 -1.500000000000945022e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.219999790191650391e-01 -4.591257555796699567e-06 -1.164919401997499231e-05 1.470555237226278678e-05
0.000000000000000000e+00 0.000000000000000000e+00 1.170001029968261719e-01 2.721421851025307466e-05 2.729189045447780605e-05 -2.380378260902205056e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.209998130798339844e-01 6.964701697734867775e-05 -5.423935167658387751e-07 3.333327505634642307e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.200001239776611328e-01 4.273446931583125981e-06 4.686828687242605108e-07 -2.600004768456010140e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.239998340606689453e-01 -3.322358406073165355e-05 -8.786608004622966999e-06 1.428576294220107457e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.180000305175781250e-01 -4.915309331108493491e-05 5.002430705788083323e-06 -2.428576294217776876e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.219999790191650391e-01 5.722764056681213762e-05 2.965432485414864469e-05 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.200001239776611328e-01 4.893814360236375607e-05 4.753589873302184623e-06 1.999999999999779732e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.180000305175781250e-01 -4.203267906784017400e-05 -1.033018175060916564e-05 8.823611911079609627e-05
0.000000000000000000e+00 0.000000000000000000e+00 1.199998855590820312e-01 3.076822025066227982e-05 3.836342210758519135e-05 -3.824207929659095839e-05
0.000000000000000000e+00 0.000000000000000000e+00 1.200001239776611328e-01 -6.323261956517109276e-05 -7.270978458207698329e-06 -3.264648755587629125e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.199998855590820312e-01 6.564012393667323603e-05 -8.604974527506149847e-06 3.764708357447688059e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.200001239776611328e-01 -1.108879771901858932e-06 -4.145785326082514753e-05 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.199998855590820312e-01 -1.958507423559102543e-05 4.485186411653388977e-05 -1.764722380404037949e-05
